question,semantic_similarity,answer,ground_truth,contexts
Πού καθορίζονται οι ημερομηνίες;,1.0000001192092896,Από το Γραφείο Στέγασης.,Από το Γραφείο Στέγασης.,"σύμφωνα με την απόσταση των χώρων διαμονής από τα κτίρια που έχετε μαθήματα, αλλά και την οικονομική σας άνεση.\n---\nσε ημερομηνίες που καθορίζονται από το Γραφείο Στέγασης. Στον πιο κάτω πίνακα φαίνεται το μηνιαίο ύψος ενοικίου ανά τύπο δωματίου.\n---\nκατά τη θερινή περίοδο](#tab-6815302a216e2-3) * [Έντυπα και κανόνες](#tab-6815302a216e2-4) Κατά τη διάρκεια του καλοκαιριού (Ιούνιο - Ιούλιο) η Φ.Ε.\n---\n- Πού πραγματοποιούνται τα περισσότερα σας μαθήματα; - Ποια είναι η οικονομική σας κατάσταση; Ανάλογα με τα πιο πάνω μπορείτε να κρίνετε ποια περιοχή σας βολεύει περισσότερο για ενοικίαση χώρου διαμονής,\n---\nκαι κατά την διάρκεια των διακοπών των Χριστουγέννων και του Πάσχα."
Τι συνίσταται κατά την υποβολή της αγγελίας;,0.9620107412338257,Να είστε ιδιαίτερα προσεκτικοί.,να είστε ιδιαίτερα προσεκτικοί,"έτσι συνίσταται όπως είστε ιδιαίτερα προσεκτικοί κατά την υποβολή της αγγελίας σας.\n---\n22894038). Οι εισπράξεις θα κατατεθούν, όπως κάθε χρόνο, στο Ταμείο του Σωματείου Ευημερίας Φοιτητών Πανεπιστημίου Κύπρου. Το [Έντυπο για καταχώρηση αγγελίας](https://www.ucy.ac.\n---\n- Στη βάση ημερομηνίας παραλαβής αιτήσεων (first come, first serve). **Υποβολή αίτησης** Η υποβολή αίτησης για διαμονής στη Φοιτητική Εστία γίνεται μόνο ηλεκτρονικά σε σχετικό σύνδεσμο που ανακοινώνεται σε εύθετο χρόνο.\n---\n**Υποβολή Αιτήσεων** Οι αιτήσεις μαζί με τα απαραίτητα πιστοποιητικά/βεβαιώσεις υποβάλλονται μόνο ηλεκτρονικά σε σχετικό σύνδεσμο που ανακοινώνεται αργότερα σε συγκεκριμένες σχετικές περιόδους.\n---\nucy.ac.cy/aasw/wp-content/uploads/sites/35/2022/09/ΕΝΤΥΠΟ-ΑΓΓΕΛΙΑΣ.docx) μπορείτε να το συμπληρώσετε και θα πρέπει να το καταθέσετε διά χειρός, συνοδευόμενο με το ποσό των €20 σε μετρητά, στο Γραφείο Στέγασης,"
What department is responsible for issuing a visa/entry permit to non-EU candidates studying at the University of Cyprus?,0.9972152709960938,Civil and Migration Department of the Republic of Cyprus.,The Civil and Migration Department of the Republic of Cyprus.,"The period of application its on April for each academic year. **Visa/Entry Permit for Non-EU students** For all non-EU candidates, who will study at the University of Cyprus, a visa/entry permit to the Republic of Cyprus is required. The visa/entry permit is issued by the Civil and Migration Department of the Republic of Cyprus. For Visa/Entry Permit Regulations please visit the [International Support Office](https://www.ucy.ac.cy/internationalsupport/) **EU NATIONALS – ISSUANCE OR RENEWAL OF TEMPORARY RESIDENCE PERMIT** Students with European passport must contact the Civil Registry and Migration Department of the Republic of Cyprus for the issuance or renewal of Temporary Residence Permit in Cyprus. All nationals of an E.U.\n---\nYou shall submit the application for renewing your residence permit at least one (1) month before the expiry of the residence permit you are holding. **Can the University help me speed up my Residence Permit card application?** The International Students and Staff Support Office is always in communication with the Migration Department and ready to provide assistance to all International Students and Staff, so as to minimize the processes and address any obstacles that may arise. However, the Migration Department is a governmental department and its procedures are independent from the University of Cyprus. **Family Reunification:** **I am a Researcher. Can I bring my spouse with me in Cyprus?** Non-EU Researchers are able to bring their family in Cyprus with them. Their spouse must grant a tourist visa from the Cyprus Embassy/General Consulate in their respective country so they will be allowed to enter Cyprus.\n---\nEach student receives planning and academic advice from his/her Academic Advisor. ***REQUIREMENTS FOR NON-EU STUDENTS*** ➢ Being graduates of a Secondary School, recognized by the appropriate education authority of their country ➢ Certificate of good knowledge of Greek language ➢ Certificate of citizenship ➢ Copy of identity card or passport ➢ All candidates must meet the grade requirements that are defined by the UCY Departments ***VISA/ENTRY PERMIT*** For all non- EU candidates, who will study at the University of Cyprus, a visa/ entry permit to the Republic of Cyprus is required. The visa / entry permit is issued by the Civil and Migration Department of the Republic of Cyprus. ***TEMPORARY RESIDENTS’ PERMIT*** Foreign students are needed to acquire a student visa for entry to Cyprus or to renew a temporary resident’s permit in the Republic of Cyprus.\n---\nOnce they enter Cyprus they must submit their papers to the Migration Department for their residence permit visa as a Researcher’s dependants. **I am a student. Can I bring my spouse with me in Cyprus?** Unfortunately, no. According to Cyprus legislation, you cannot bring your spouse on a dependent visa if you are a student. Cyprus doesn’t allow the dependent visa for International Students. **How can I invite a third country national to Cyprus?** When a third country national is invited in Cyprus for tourist reasons, the assumption for responsibility of hosting form is completed and submitted along with a bank guarantee and a copy of the foreigner’s passport. **Asylum Seekers and Refugees:** **What is an Asylum seeker? Can they study at the University of Cyprus?\n---\nFor the documents required for the issuance of visas as well as for further information please consult the Office's [website](https://www.ucy.ac.cy/internationalsupport/) or email: [[email protected]](/cdn-cgi/l/email-protection) 24**I am from a European Union country, do I need to obtain a visa to enter the Republic of Cyprus?** EU citizens do not need a visa to enter Cyprus. Within 3 months (90 days), from their arrival in Cyprus, they will have to apply for a residence permit in Cyprus. Information on the website of the International Students and Staff Office [here.](https://www.ucy.ac.cy/internationalsupport/residence-permit/)"
Τι είναι το ελάχιστο ποσοστό του γενικού βαθμού κατάταξης που απαιτείται για τις Παγκύπριες Εξετάσεις;,0.8539578318595886,80%,Τουλάχιστον 80% του γενικού βαθμού κατάταξη του τελευταίου εισακτέου της Α' Κατανομής.,"βαθμολογίας στις Παγκύπριες Εξετάσεις (Τουλάχιστον 80% του γενικού βαθμού κατάταξη του τελευταίου εισακτέου της Α' Κατανομής).- [Έντυπο Ενημέρωσης για την Υποβολή Αίτησης Ειδικών Κριτηρίων](https://www.ucy.ac.\n---\nεθνοφρουροί οι οποίοι έχουν ίση ή υψηλότερη βαθμολογία από τον τελευταίο εισακτέο της τελευταίας κατανομής του έτους που παρακάθησαν Παγκύπριες Εξετάσεις στο πρόγραμμα σπουδών που επιθυμούν να εισαχθούν,\n---\nμπορούν να διεκδικήσουν έναν περιορισμένο αριθμό θέσεων (14% των Κυπρίων εισακτέων). Βασική προϋπόθεση για διεκδίκηση θέσης με βάση τις πιο πάνω κατηγορίες είναι η εξασφάλιση συγκεκριμένης ελάχιστης βαθμολογίας στις\n---\ncy/aasw/wp-content/uploads/sites/35/2023/05/GR-permit.pdf) Yποψήφιοι/ες οι οποίοι παρακάθονται στις Πανελλαδικές Εξετάσεις γίνονται δεκτοί σε ποσοστό ίσο με το 10% του συνολικού αριθμού των προσφερόμενων θέσεων μέσω των Παγκύπριων Εξετάσεων.\n---\nΥποψήφιοι που έχουν παρακαθίσει στις Παγκύπριες Εξετάσεις και οι οποίοι πληρούν συγκεκριμένα ειδικά κριτήρια, όπως αυτά καθορίζονται από τους Κανονισμούς και Κανόνες Σπουδών και Φοιτητικών Υποθέσεων,"
What are the categories of courses that students must attend for the Master of Engineering degree (M.Eng.)?,0.807887077331543,"Α, Β, C, D","The categories of courses are Α (Basic specialization graduate courses), Β (Elective specialization graduate courses), C (CEE graduate courses other than those in categories A and B), and D (UCY graduate courses).","Construction and Transport Infrastructure Management More specifically, for the Master of Engineering degree (M.Eng.) courses are grouped in four categories of courses, from which each student must successfully attend a specific number of courses in order to fulfil the requirements of the specialty thrust selected, as follows: | | | | --- | --- | | **Categories** | **Description** | | Α | Basic specialization graduate courses | | Β | Elective specialization graduate courses | | C | CEE graduate courses other than those in categories A and B | | D | UCY graduate courses | For the Master of Engineering degree (M.Eng.) in Civil Engineering, for each of the five thrusts, a number of successfully completed courses is required, as follows: | | | | | | | --- | --- | --- | --- | --- | | C**ourses:** | **A** | **B** | **C** | **D** | | M.Eng.\n---\nConstruction and Transport Infrastructure Management More specifically, for the Master of Science degree (M.Sc.) courses are grouped in four categories of courses, from which each student must successfully attend a specific number of courses in order to fulfil the requirements of the specialty thrust selected, as follows: | | | | --- | --- | | **Categories** | **Description** | | Α | Basic specialization graduate courses | | Β | Elective specialization graduate courses | | C | CEE graduate courses other than those in categories A and B | | D | UCY graduate courses | For the Master of Science degree (M.Sc.) in Civil Engineering, for each of the five thrusts, a number of successfully completed courses is required, as follows: | | | | | | | --- | --- | --- | --- | --- | | **Courses:** | **A** | **B** | **C** | **D** | | M.Eng.\n---\n# Master (MEng) in Civil Engineering ### **Master (MEng) in Civil Engineering** ![](https://www.ucy.ac.cy/cee/wp-content/uploads/sites/42/2025/02/pic6-scaled.jpg) #### **Profile of Programme** The Master of Engineering (M.Eng.) in Civil Engineering is offered in four specializations as listed below; to specialize in any of these areas the graduate must fulfil certain course and research work requirements: 1. Structural Analysis and Earthquake Engineering 2. Novel and Traditional Construction Materials 3. Geotechnical Engineering 4. Construction and Transport Infrastructure Management More specifically, for the Master of Engineering degree (M.Eng.)\n---\n# Master (MSc) in Civil Engineering ### **Master (MSc) in Civil Engineering** ![](https://www.ucy.ac.cy/cee/wp-content/uploads/sites/42/2025/02/pic9-scaled.jpg) #### **Profile of Programme** The Master of Science (M.Sc.) in Civil Engineering is offered in four specializations as listed below; to specialize in any of these areas the graduate must fulfil certain course and research work requirements: 1. Structural Analysis and Earthquake Engineering 2. Novel and Traditional Construction Materials 3. Geotechnical Engineering 4. Construction and Transport Infrastructure Management More specifically, for the Master of Science degree (M.Sc.)\n---\n| ≥5 | ≤5 | ≤1 | ≤1 | | M.Sc. | ≥ 4 | ≤3 | ≤1 | | Therefore, completion of an M.Eng. degree in Civil Engineering in any particular thrust which requires successful passing of 10 graduate courses, the requirements correspond to at least 5 graduate courses from group A and up to 5 graduate courses from group B, while up to 1 course is allowed from group C and up to 1 course from group D, as specified for the particular of specialization. For example, a student could take 6 courses from group A and 4 courses from group B, or 5 courses from group A, 4 courses from group B and 1 course from group C or D, as specified for the particular specialization."
Can I apply to more than one programme of study and more than one Department?,1.0000001192092896,"You can apply to as many study programmes or academic departments as you wish, provided you meet the individual admission criteria of each programme.","You can apply to as many study programmes or academic departments as you wish, provided you meet the individual admission criteria of each programme.","# Postgraduate Programmes Places * [Apply Now](#tab-68152f1410251-1) * [How to Apply](#tab-68152f1410251-2) * [Postgraduate Programmes](#tab-68152f1410251-3) * [Postgraduate Programme Places](#tab-68152f1410251-4) * [Extension of Deadline for Submission of Applications](#tab-68152f1410251-5) * [Recommendation Letters](#tab-68152f1410251-6) * [Application requirements](#tab-68152f1410251-7) * [Frequently Αsked Questions (FAQs)](#tab-68152f1410251-8) [### Apply Now !\n---\n11**Which certificates of English language proficiency are accepted for enrolment in a Master's/PhD programme?** For admission to an English-language programme, certified knowledge of English is a prerequisite. The certificates accepted can be found [here.](https://www.ucy.ac.cy/graduateschool/admission-requirements-2/?lang=en) 12**Can I apply to more than one programme of study and more than one Department?** You can apply to as many study programmes or academic departments as you wish, provided you meet the individual admission criteria of each programme. Please consult the announcement of places, the Postgraduate Prospectus and the departmental prospectuses before submitting your application. However, if you are offered more than one place, you must select and accept only one place on a programme of study. 13**What are the requirements for a Master's degree?\n---\nM) - LAW (PhD) - CRIMINAL JUSTICE AND HUMAN RIGHTS (LL.M) - PHYSICS (PhD/MSc) **By 30/06/2025 until 12:00 noon:** - FINANCE (MSc/PhD) Together with your application you must submit, the names and addresses of **at least two (2) referees (University Professors)** familiar with the candidate and his/her academic performance. The Department may request additional confidential information from referees. Reference letters are submitted **electronically** directly by the University Professors using the online application system. (Some departments require **three (3) reference letters** to be submitted with the application, so before submitting your application, please visit the web page of the department to ve rify the number of reference letters required).\n---\n8**What are the criteria for the evaluation and selection of candidates for a PhD programme?** The evaluation criteria are: - Recognized university degree - Previous university degree in an appropriate subject - Relevant degrees and other certificates - academic background - Letters of recommendation - Personal interview (if required by the internal rules of the Department) - Written examination (if required by the internal rules of the Department) - English language knowledge (if required by the programme) or if you are interested in an English-speaking programme - Preliminary research proposal (if required for by the internal rules of the Department) - Other additional criteria and quality indicators that may be adopted by each Department individually such as: (a) knowledge of foreign languages, (b) professional experience, (c) number of publications in scientific journals, (d) participation in seminars, symposia, research projects, (e) presentations at conferences, etc. 9**What documents should I submit with my application for a Master's programme?\n---\nIt is possible at a later stage to return to the information you have entered, make any necessary changes, complete the process and submit your application. After submitting your application, you can check at which stage of the process the application is. - For **Master's programmes** click **[here.](https://www.ucy.ac.cy/graduateschool/master-programmes-of-study/?lang=en/)** - For **PhD programmes** click **[here."
What is the background of the teaching staff in the postgraduate programme?,0.7366373538970947,Not mentioned.,The teaching background will comprise a mixture of basic science and clinical medicine.,"# Postgraduate Programmes Places * [Apply Now](#tab-68152f1410251-1) * [How to Apply](#tab-68152f1410251-2) * [Postgraduate Programmes](#tab-68152f1410251-3) * [Postgraduate Programme Places](#tab-68152f1410251-4) * [Extension of Deadline for Submission of Applications](#tab-68152f1410251-5) * [Recommendation Letters](#tab-68152f1410251-6) * [Application requirements](#tab-68152f1410251-7) * [Frequently Αsked Questions (FAQs)](#tab-68152f1410251-8) [### Apply Now !\n---\n# Language of Instruction and Duration of Studies **Language of Instruction** Postgraduate programmes are taught in one of the official languages of the University (Greek or Turkish) or in another language with the approval of the Senate of the University. The language of instruction in the postgraduate programmes (PhD / Master) is Greek and/or English and/or another international language. The international students of the University who attend a programme offered in a language other than the official languages of the Republic of Cyprus, are required to attend at least one course in “Greek language and Culture” before the completion of their programme. **Duration of studies** **Master’s degree Programmes:** Class attendance for a minimum of three semesters. The period of study may be extended for up to eight academic semesters. **PhD Programmes:** Class attendance for a minimum of six semesters. The Ph.D. requirements must be fulfilled within the period of sixteen semesters from the day of admission to the postgraduate programme.\n---\n--- **Required Levels of English language proficiency for studies in Postgraduate Programmes:** --- In accordance with the Cyprus Agency of Quality Assurance and Accreditation in Higher Education (CYQAA), for admission to programmes of study taught in the English language at postgraduate levels at universities, candidate students should provide a certificate of their knowledge of English. For programs of study at the postgraduate level candidate students are required to have certification for “Very Good Knowledge” of English at level B2-C1 of the Common European Framework of Reference for Languages (CEFR). At this level, the users can understand a wide range of demanding, long and complex texts, and recognize implied meanings. The users can express themselves fluently and spontaneously without much obvious searching for expressions. They can use the language flexibly and effectively for social, academic, and professional purposes.\n---\n](https://www.ucy.ac.cy/graduateschool/ph-d-programmes/?lang=en)** **[Frequently Asked Questions about the Postgraduate Application System](https://www.ucy.ac.cy/graduateschool/wp-content/uploads/sites/45/2024/06/FAQ-prokirixi-theson-english-June-2024.pdf)** **All academic departments** of the University of Cyprus offer postgraduate programmes of study at a PhD and a Master's degree level (M.A., M.Sc., M.Eng., MBA, LLM). **Grades are not included in Postgraduate Master and PhD Diplomas.** The awarding of Master or PhD Diplomas is approved by the Department Board and validated by the Senate. The **language of instruction** is **Greek and/or English and/or another international language.\n---\n* Curriculum Vitae. * A short statement (max. two pages) of the student’s research goals and interests. * Two (2) signed letters of recommendation. * **For Doctoral Applications:** A preliminary research proposal for a PhD place (if this is stated in the departments regulations). --- **Criteria for assessment of postgraduate candidates are the following:** --- * Academic background in the appropriate discipline * Grades in related Degrees and Certificates. * Content of recommendation letters. * Personal interview at the discretion of each department. * Written examination at the discretion of each department. * Submission of a preliminary research proposal for a student place in a Phd Programme (if this is stated in the departments’ regulations) * Other criteria set by each department. * **For Doctoral Applications:** Evaluation of the preliminary research proposal for a PhD place (if this is stated in the departments regulations)."
What are the ways to provide proof of proficiency in English for candidates whose first language is not English?,0.9111624956130981,"1. G.C.E. O-Level English with a minimum grade “C”. 
2. I.G.C.S.E. English with a minimum grade “C”. 
3. I.E.L.T.S. minimum average score 6.5. 
4. T.O.E.F.L. with a minimum score of 550 (Paper-based) or T.O.E.F.L. with a minimum score 213 (Computer-based) or T.O.E.F.L. (Internet based) with a minimum score 92. 
5. Cambridge English First (FCE), with a minimum score 176. 
6. Cambridge English Advanced (CAE), with a minimum score 176. 
7. Cambridge English Proficiency (CPE), with a minimum score 176. 
8. Certificate of Proficiency in English (ECPE), with a minimum score 650. 
9. Anglia Examinations – Proficiency (C1). 
10. IB diploma (International Baccalaureate). 
11. Certificate of success in the exams conducted by the Ministry of Education and Culture. 
12. Certificate of success in year 6th final exams, of the Cyprus State Institutes of Further Education. 
13. Any other equivalent exam that will prove proficiency in English language. 
14. Candidates who hold a degree from a recognized university programme taught in English are considered to have proficiency in English.",1. G.C.E. O-Level English with a minimum grade “C”. 2. I.G.C.S.E. English with a minimum grade “C”. 3. I.E.L.T.S. minimum average score 6.5. 4.,"--- **Required Levels of English language proficiency for studies in Postgraduate Programmes:** --- In accordance with the Cyprus Agency of Quality Assurance and Accreditation in Higher Education (CYQAA), for admission to programmes of study taught in the English language at postgraduate levels at universities, candidate students should provide a certificate of their knowledge of English. For programs of study at the postgraduate level candidate students are required to have certification for “Very Good Knowledge” of English at level B2-C1 of the Common European Framework of Reference for Languages (CEFR). At this level, the users can understand a wide range of demanding, long and complex texts, and recognize implied meanings. The users can express themselves fluently and spontaneously without much obvious searching for expressions. They can use the language flexibly and effectively for social, academic, and professional purposes.\n---\nor U.S. academic institution, for instance). In addition to the requirements described in the relevant Admission and Attendance Regulations, candidates for the graduate studies programme whose first language is not English are required το provide proof of proficiency in English in one of the following ways: 1. G.C.E. O-Level English with a minimum grade “C”. 2. I.G.C.S.E. English with a minimum grade “C”. 3. I.E.L.T.S. minimum average score 6.5. 4. T.O.E.F.L. with a minimum score of 550 (Paper-based) or T.O.E.F.L. with a minimum score 213 (Computer-based) or T.O.E.F.L. (Internet based) with a minimum score 92. 5. Cambridge English First (FCE), with a minimum score 176. 6.\n---\nCambridge English First (FCE), with a minimum score 176. 6. Cambridge English Advanced (CAE), with a minimum score 176. 7. Cambridge English Proficiency (CPE), with a minimum score 176. 8. Certificate of Proficiency in English (ECPE), with a minimum score 650. 9. Anglia Examinations – Proficiency (C1). 10. IB diploma (International Baccalaureate). 11. Certificate of success in the exams conducted by the Ministry of Education and Culture. 12. Certificate of success in year 6th final exams, of the Cyprus State Institutes of Further Education. 13. Any other equivalent exam that will prove proficiency in English language. 14. Candidates who hold a degree from a recognized university programme taught in English are considered to have proficiency in English.\n---\n**Option for candidates coming from Third Countries (VALID FROM 01.12.2022):** According to the 91.387/2021 decision of the Cabinet of the Republic of Cyprus, which is valid since 01.12.2022, there is an extra possibility for candidates coming from Third Countries and want to apply for a position in Universities and Colleges of the Republic. Namely, they are able from now to apply for entrance permit in the country, if they succeed in the Password Test Examination (Password Skills Test Plus edition). Please, note that for their acceptance to a Postgraduate Programme, candidates must have a general grade of at least 5.5 on the particular examination. [TABLE: Matching results of international examinations with the Common European Framework of Reference for Languages (CEFR)](https://www.ucy.ac.cy/graduateschool/wp-content/uploads/sites/45/2022/01/English_Pinakas1.pdf)\n---\n** Overseas students who are graduates of high schools recognised by the appropriate education authority of their country and who possess a good knowledge of Greek language can be admitted based on [**GCE/GCSE examinations or International Baccalaureate (IB) or other equivalent examinations**](https://www.ucy.ac.cy/aasw/wp-content/uploads/sites/35/2024/03/KRITIRIA-GCE-3-ENG_new-2024_25_.pdf) or based on the results of special examinations set by the University of Cyprus. In the Department of English Studies, the Department of French and European Studies and the Department of Turkish Studies classes are taught in English, French and Turkish respectively. The period of application its on April for each academic year."
Τι λέει το μήνυμα στο Κέντρο Ψυχικής Υγείας;,1.0,Μη διστάζεις να ζητήσεις βοήθεια!,Μη διστάζεις να ζητήσεις βοήθεια!,"και να συνεισφέρει στην κοινότητα του. Πρωταρχικός στόχος του Κέντρου Ψυχικής Υγείας (ΚΕ.Ψ.Υ.)\n---\nΚέντρο Ψυχικής Υγείας (ΚΕΨΥ) ## Καλωσορίσατε στον ιστότοπο του Κέντρου Ψυχικής Υγείας (ΚΕΨΥ) Μη διστάζεις να ζητήσεις βοήθεια!\n---\n[](https://www.ucy.ac.cy/mhc/wp-content/uploads/sites/197/2024/07/YlikoAutovohtheias.jpg)](https://www.ucy.ac.cy/mhc/self-help-material/) Υλικό Αυτοβοήθειας > [Κέντρο Ψυχικής Υγείας - Mental Health Center](https://www.facebook.com/ucykepsy) #### Επικοινωνία **Κέντρο Ψυχικής Υγείας** Κτήριο ERGO Λεωφόρος Λάρνακος 22,\n---\nμε τη χρήση των Μέσων Μαζικής Μεταφοράς](https://www.ucy.ac.cy/mhc/wp-content/uploads/sites/197/2024/03/ERGO-BUS.pdf) #### Επικοινωνία **Κέντρο Ψυχικής Υγείας** Κτήριο ERGO Λεωφόρος Λάρνακος 22, 3ος όροφος 2101 Αγλαντζιά,Λευκωσία Κύπρος T.Θ.\n---\nείναι από **Δευτέρα μέχρι Παρασκευή, 09.00-17.00**, και τα ραντεβού καθορίζονται σε συνεννόηση με τον κάθε θεραπευτή/την κάθε θεραπεύτρια ξεχωριστά. * Το ΚΕ.Ψ.Υ."
Ποιους απευθύνεται το Panopto;,0.9284440279006958,"Το εκπαιδευτικό προσωπικό του Πανεπιστημίου Κύπρου και σε όλους τους εγγεγραμμένους φοιτητές, καθώς και σε άλλο προσωπικό (ερευνητικό, διοικητικό κ.ά.).",Το Panopto απευθύνεται κυρίως στο εκπαιδευτικό προσωπικό του Πανεπιστημίου Κύπρου για τη δημιουργία και διαμοιρασμό εκπαιδευτικού οπτικοακουστικού υλικού και σε όλους τους εγγεγραμμένους φοιτητές.,"**ΑΠΟΔΕΚΤΕΣ** Το Panopto απευθύνεται κυρίως στο εκπαιδευτικό προσωπικό του Πανεπιστημίου Κύπρου για τη δημιουργία και διαμοιρασμό εκπαιδευτικού οπτικοακουστικού υλικού και σε όλους τους εγγεγραμμένους φοιτητές.\n---\nPanopto Educational Video Platform **DESCRIPTION** Το Panopto είναι μια εκπαιδευτική βιντεοπλατφόρμα που επιτρέπει τη δημιουργία, διαχείριση και διαμοιρασμό εκπαιδευτικού οπτικοακουστικού υλικού με σύγχρονο και ασύγχρονο τρόπο.\n---\n**ΟΔΗΓΙΕΣ** Για χρήση του Panopto συνδεθείτε στον λογαριασμό που διατηρείτε στο σύστημα Blackboard του Πανεπιστημίου Κύπρου και ακολουθήστε τις οδηγίες που περιλαμβάνονται στους οδηγούς,\n---\nΕπίσης σε άλλο προσωπικό (ερευνητικό, διοικητικό κ.ά.) που επιθυμεί να αξιοποιήσει τις δυνατότητες του εργαλείου.\n---\nμιας και απαιτείται είσοδος με τον** **UCY** **λογαριασμός σας."
Πόσο πρέπει να προσκομίζουν οι φοιτητές ως εισφορά στο Ταμείο Αλληλεγγύης Φοιτητών;,1.0,€30,€30,"σε λειτουργία το Ταμείο Αλληλεγγύης Φοιτητών **«Νεόφυτος Χανδριώτης»**. Όλοι οι φοιτητές πρέπει να προσκομίζουν το ποσό των €30 ως εισφορά στο Ταμείο.\n---\n22894038). Οι εισπράξεις θα κατατεθούν, όπως κάθε χρόνο, στο Ταμείο του Σωματείου Ευημερίας Φοιτητών Πανεπιστημίου Κύπρου. Το [Έντυπο για καταχώρηση αγγελίας](https://www.ucy.ac.\n---\nύψους €3.500 περίπου η κάθε µία, µε βάση τη βαθμολογία που επιτυγχάνουν στις Πανελλαδικές Εξετάσεις.\n---\n- Να έχει την ιδιότητα προπτυχ. ή μεταπτυχ. φοιτητή/φοιτήτριας κατά τον χρόνο υποβολής της αίτησης. - Το κατά κεφαλήν ετήσιο ακαθάριστο εισόδημα της οικογένειας να μην ξεπερνά τις €12.000.\n---\n# Ιατροφαρμακευτική Περίθαλψη Φοιτητών/τριών **Ταμείο Αλληλεγγύης Φοιτητών Πανεπιστημίου Κύπρου για Ιατροφαρμακευτική Περίθαλψη «Νεόφυτος Χανδριώτης»** Από το Σεπτέμβριο 2016 τέθηκε σε λειτουργία το Ταμείο"
What are the criteria for the evaluation and selection of candidates for a PhD programme?,0.9399756789207458,"Recognized university degree, Previous university degree in an appropriate subject, Relevant degrees and other certificates, academic background, Letters of recommendation, Personal interview, Written examination, English language knowledge, Other additional criteria and quality indicators such as knowledge of foreign languages, professional experience, number of publications in scientific journals, participation in seminars, symposia, research projects, presentations at conferences.","The evaluation criteria are: - Recognized university degree - Previous university degree in an appropriate subject - Relevant degrees and other certificates - academic background - Letters of recommendation - Personal interview (if required by the internal rules of the Department) - Written examination (if required by the internal rules of the Department) - English language knowledge (if required by the programme) or if you are interested in an English-speaking programme - Preliminary research proposal (if required for by the internal rules of the Department) - Other additional criteria and quality indicators that may be adopted by each Department individually such as: (a) knowledge of foreign languages, (b) professional experience, (c) number of publications in scientific journals, (d) participation in seminars, symposia, research projects, (e) presentations at conferences, etc.","** The evaluation criteria are: - Recognized university degree - Previous university degree in an appropriate subject - Relevant degrees and other certificates - academic background - Letters of recommendation - Personal interview (if required by the internal rules of the Department) - Written examination (if required by the Department's internal rules) - English language knowledge (if required by the programme) or if you are interested in an English-speaking programme - Other additional criteria and quality indicators that may be adopted by each Department individually such as: (a) knowledge of foreign languages, (b) professional experience, (c) number of publications in scientific journals, (d) participation in seminars, symposia, research projects, (e) presentations at conferences, etc. 8**What are the criteria for the evaluation and selection of candidates for a PhD programme?\n---\n8**What are the criteria for the evaluation and selection of candidates for a PhD programme?** The evaluation criteria are: - Recognized university degree - Previous university degree in an appropriate subject - Relevant degrees and other certificates - academic background - Letters of recommendation - Personal interview (if required by the internal rules of the Department) - Written examination (if required by the internal rules of the Department) - English language knowledge (if required by the programme) or if you are interested in an English-speaking programme - Preliminary research proposal (if required for by the internal rules of the Department) - Other additional criteria and quality indicators that may be adopted by each Department individually such as: (a) knowledge of foreign languages, (b) professional experience, (c) number of publications in scientific journals, (d) participation in seminars, symposia, research projects, (e) presentations at conferences, etc. 9**What documents should I submit with my application for a Master's programme?\n---\n* Curriculum Vitae. * A short statement (max. two pages) of the student’s research goals and interests. * Two (2) signed letters of recommendation. * **For Doctoral Applications:** A preliminary research proposal for a PhD place (if this is stated in the departments regulations). --- **Criteria for assessment of postgraduate candidates are the following:** --- * Academic background in the appropriate discipline * Grades in related Degrees and Certificates. * Content of recommendation letters. * Personal interview at the discretion of each department. * Written examination at the discretion of each department. * Submission of a preliminary research proposal for a student place in a Phd Programme (if this is stated in the departments’ regulations) * Other criteria set by each department. * **For Doctoral Applications:** Evaluation of the preliminary research proposal for a PhD place (if this is stated in the departments regulations).\n---\n* Other criteria set by the department, which may include the submission of a dissertation. Students with a Master dissertation from another Postgraduate programme are not exempted from the requirement to submit a Master dissertation for the current programme. If a dissertation is rejected, the student is allowed to resubmit the dissertation once more. Each Department is responsible for defining resubmission procedures. What are the requirements for a Ph.D. degree? Doctoral programmes consist of 240 ECTS of which at least 60 relate to the teaching part of the programme and at least 120 relate to the purely research part. The remaining workload relates to the comprehensive examination, the preparation and presentation of the research proposal and the writing of the Doctoral Dissertation. Successful completion of at least 60 ECTS in postgraduate courses. If the student holds a Master degree or equivalent, he/she is wholly or partially exempt from this requirement.\n---\n14**What are the requirements for a PhD degree?** The requirements for the award of a PhD degree are: - Attendance of at least six (6) semesters - the maximum duration of attendance is sixteen (16) semesters. The period of suspension or temporary interruption of study or maternity or paternity leave is not included in the sixteen (16) semester period. - Successful completion of 240 ECTS according to the curriculum. Specifically, 60 ECTS in postgraduate courses are required (the possession of a Master's degree or other equivalent qualification partially or fully exempts the student from this requirement), 120 ECTS for the pure research part of the programme and the remaining ECTS are for the comprehensive examination, the preparation and presentation of the research proposal, the writing of the doctoral thesis, etc. - Preparation and support of an original dissertation that represents a significant contribution to the relevant subject area."
